Product_Name,Category,Price,Rating,Reviews_Count
Product_1,Electronics,407.058847208095,1.0678045873515556,296
Product_2,Books,598.3823224654848,4.968800989337817,39
Product_3,Beauty,991.0902525417321,4.295799586028888,233
Product_4,Home & Kitchen,103.84660026024126,2.943956094519449,11
Product_5,Home & Kitchen,135.98811363872952,3.9349048048546376,290
Product_6,Beauty,495.4834607571212,1.628758066642186,18
Product_7,Clothing,149.9093864254315,1.6781343173689343,152
Product_8,Books,731.2384805125939,1.3976706390779157,193
Product_9,Beauty,558.5729397110492,4.12113899151271,411
Product_10,Beauty,431.9218935947906,4.461652441790328,418
Product_11,Clothing,193.8702851944041,2.5639682657494824,283
Product_12,Home & Kitchen,324.95073202680925,4.355168762075019,418
Product_13,Home & Kitchen,388.7911892238637,2.782328615579934,27
Product_14,Books,423.7592304949673,3.0784259351795966,241
Product_15,Beauty,512.9181492105115,4.9314745325909595,361
Product_16,Home & Kitchen,879.1881711910029,4.1833327917434495,267
Product_17,Electronics,571.1673605253395,1.466013229936304,169
Product_18,Books,20.858520426895737,4.279510675237054,347
Product_19,Home & Kitchen,803.3259053455931,2.6151234642299075,450
Product_20,Home & Kitchen,939.1666979553339,4.008247814702087,67
Product_21,Books,253.06031672388534,4.634639802426127,224
Product_22,Beauty,838.2432624196408,1.6529709093867258,309
Product_23,Beauty,27.702555500336214,1.2614596798011326,121
Product_24,Beauty,660.9861786682688,2.690569214187261,250
Product_25,Books,589.0028389869489,4.017117862197639,134
Product_26,Home & Kitchen,824.6672778408494,2.910747584075463,53
Product_27,Beauty,541.1799264036378,1.789030522968825,94
Product_28,Clothing,118.87514717727952,1.7628906072389103,463
Product_29,Clothing,169.8393138186448,4.2897753646232,31
Product_30,Home & Kitchen,232.3060984827513,3.489869384131535,232
Product_31,Books,888.8226685066869,2.3194073985863053,370
Product_32,Clothing,663.6986646755612,3.089340054192537,289
Product_33,Clothing,516.2387068917689,4.663920163822214,286
Product_34,Clothing,421.10037601777873,4.957078770790131,226
Product_35,Beauty,135.01443338571727,3.4650682706477403,305
Product_36,Electronics,329.17315287200256,1.346812527729806,98
Product_37,Books,10.914168506312746,1.051990199064968,163
Product_38,Clothing,443.67927472083926,1.1148641762787181,407
Product_39,Clothing,485.44530756546413,3.3171971395313355,398
Product_40,Electronics,704.2374895347116,2.3978841082521662,144
Product_41,Books,911.5862218731847,2.3847894791711335,368
Product_42,Clothing,909.0262342061302,1.6393352041232303,424
Product_43,Beauty,982.7166172151442,3.1358347871939802,307
Product_44,Beauty,751.5997277276665,3.3103242439691587,96
Product_45,Books,249.80968478999316,2.2116203157240384,101
Product_46,Electronics,912.3922158670495,1.8546723026948482,369
Product_47,Beauty,806.1010906173434,1.2943272123765555,225
Product_48,Beauty,516.1536039049331,2.6772575282722033,489
Product_49,Books,967.2704209509135,1.131001680357782,170
Product_50,Books,89.74306116952017,2.6296426045101047,207
Product_51,Books,979.9825811245929,4.852520805475708,210
Product_52,Beauty,845.3360387945056,2.6304728187392374,104
Product_53,Beauty,60.26027636895421,4.05930578949482,23
Product_54,Electronics,18.962049481439564,3.622308109188345,384
Product_55,Beauty,706.3056565189759,4.29743205923403,491
Product_56,Clothing,607.0527733085183,4.379218771598524,383
Product_57,Electronics,974.9820804677145,1.0298581699125169,156
Product_58,Electronics,916.0093769504266,3.9581204592239545,461
Product_59,Books,520.8241231912638,2.956452286508228,6
Product_60,Home & Kitchen,141.42026673400588,3.0935911473468014,124
Product_61,Home & Kitchen,862.9574082894796,4.4949768651681055,229
Product_62,Books,676.8075797314259,3.2038599890491795,230
Product_63,Books,272.481876595686,3.636644117283831,270
Product_64,Beauty,442.85583565320604,3.1281957642203393,347
Product_65,Beauty,717.0534714647843,3.8616877120756468,439
Product_66,Beauty,311.6729547123251,1.3778795094007195,216
Product_67,Clothing,814.8822397258145,2.0095104061695355,230
Product_68,Clothing,569.4510393715091,2.3051812465829795,390
Product_69,Home & Kitchen,73.77057417958173,4.517731663107131,139
Product_70,Beauty,964.9685590171215,1.630388200468523,19
Product_71,Clothing,398.54050786304674,2.985742296209077,49
Product_72,Electronics,244.82214458783372,4.0949765653917325,188
Product_73,Beauty,601.8673404694035,1.0676182954566524,465
Product_74,Clothing,413.229136839954,3.523155052530473,155
Product_75,Electronics,290.2373845550062,2.083545842133949,171
Product_76,Home & Kitchen,27.049730785264423,3.202154225563742,93
Product_77,Electronics,722.333703111701,4.579828691302959,420
Product_78,Clothing,244.3753186973443,3.963047119001857,206
Product_79,Beauty,481.88659804039946,4.427802752581172,101
Product_80,Electronics,263.67664946358934,4.528693968458789,295
Product_81,Beauty,863.4263630443269,4.180317921251849,490
Product_82,Electronics,726.1359379112695,4.225292760521434,381
Product_83,Electronics,770.1035159227135,1.8188836231102328,90
Product_84,Home & Kitchen,637.8822390367485,3.5140426959434437,7
Product_85,Beauty,869.9042056790742,3.0548229669270537,494
Product_86,Beauty,721.9833861005402,2.7005796807574565,60
Product_87,Beauty,677.1923936619388,2.494151494927346,481
Product_88,Clothing,582.7994525821957,3.535479080996225,300
Product_89,Clothing,141.03044899572677,2.038819353727588,368
Product_90,Beauty,308.93195769409755,2.499671014107858,69
Product_91,Clothing,263.96717336956505,1.1554633036892556,105
Product_92,Electronics,781.1685367679005,2.8425900560921207,9
Product_93,Electronics,793.7241994897289,1.1902003536421923,224
Product_94,Home & Kitchen,185.9179728556645,1.3258258555580666,131
Product_95,Books,486.5030731943897,2.1377122813940264,235
Product_96,Clothing,581.7454875381773,3.541952375288906,25
Product_97,Books,908.2466719435331,2.0469098782907573,472
Product_98,Beauty,317.6300584969206,3.2238456827187885,402
Product_99,Clothing,60.30772820319128,3.9748857510050954,52
Product_100,Books,843.5912826040664,1.9577718237356336,243
